Undecided,Age,HomeOwner,Female,Married,HouseholdSize,Income,Education,Church
1,31,1,1,0,1,112.5,15,1
0,42,1,1,1,5,362,12,1
0,50,1,1,1,7,143,12,1
1,37,1,1,0,1,117,15,1
0,44,0,1,0,3,116,8,0
1,44,1,1,1,5,165,15,0
1,47,1,1,1,5,105,15,0
1,30,1,1,1,5,135,15,0
1,47,1,1,1,3,57,15,0
1,34,1,1,1,2,161,15,1
1,55,1,1,1,2,73,16,0
1,34,0,1,1,4,93,15,0
1,53,1,0,1,2,63,16,0
0,57,1,1,1,4,193,20,1
1,56,0,1,1,5,182,20,0
0,46,0,1,1,2,63,8,1
0,38,1,1,1,3,200,18,1
1,59,0,1,1,4,100,18,0
0,54,1,1,1,3,162,9,1
0,36,1,1,0,1,56,18,1
0,58,1,0,1,3,274,16,0
1,46,1,1,1,3,125,18,0
1,43,1,0,1,5,81,15,0
0,51,0,0,1,5,216,15,1
0,60,1,1,1,3,118,20,1
1,55,1,1,1,2,109,18,0
0,61,0,1,1,3,136,20,1
0,37,1,1,1,5,37,9,0
0,44,1,1,0,2,77,12,0
0,60,1,1,1,3,78.5,10,1
0,50,1,1,1,2,89,18,1
1,60,1,1,1,3,137,20,0
0,44,1,0,0,2,119,20,1
0,65,1,1,1,2,20,20,1
0,47,0,0,1,2,51,20,0
0,62,1,1,1,2,43,20,1
1,54,1,1,0,2,45,20,0
0,70,1,1,1,3,96,8,0
1,53,1,0,1,2,95,13,1
0,36,0,1,1,3,96,18,1
0,48,1,1,1,5,51,18,1
0,29,1,1,1,2,137,12,0
0,32,0,0,1,2,130,12,0
1,41,1,1,1,5,125,16,0
0,44,1,0,1,5,144,8,0
0,61,0,1,1,7,74,20,1
1,45,1,0,1,3,98,15,0
1,53,0,1,0,1,35,18,0
0,60,0,1,1,6,63,8,1
1,45,1,1,1,4,151,18,0
1,32,1,1,1,3,80,15,0
1,33,1,1,0,3,60,15,0
1,46,1,1,0,3,29,18,0
1,60,0,1,0,4,13,20,0
0,48,0,1,1,3,90,8,0
0,28,1,1,1,4,90,8,1
0,55,0,1,1,3,98,20,1
0,74,1,1,0,1,117,20,1
0,72,1,1,1,5,84,10,0
0,38,1,0,1,4,181,15,1
0,64,1,1,1,5,101,20,1
0,46,1,0,1,3,152,18,1
1,34,1,1,1,2,83,18,0
0,53,1,1,0,1,51,20,1
1,52,0,1,1,3,129,20,0
1,46,1,1,0,1,100,15,1
1,61,1,1,1,2,34,20,0
0,52,0,1,1,6,89,10,1
0,48,1,1,0,1,42,20,1
0,36,1,0,0,6,13,8,0
0,48,1,0,1,5,172,20,0
1,40,1,1,1,7,152,13,0
0,40,1,1,1,2,167,18,1
0,37,1,1,1,4,95,18,1
0,56,0,0,0,1,68,20,1
1,39,1,1,1,2,78,18,0
1,46,1,1,1,4,90,15,0
0,41,1,1,1,3,66.5,18,1
0,50,1,0,1,3,5,20,1
0,48,1,0,1,2,5,20,1
0,43,1,1,1,5,91,20,1
1,41,1,1,1,5,62,18,0
0,40,1,0,1,4,113,18,0
0,43,1,1,0,2,40,18,1
0,49,1,1,1,2,62,18,1
0,44,1,1,1,4,202,12,1
1,34,1,1,1,3,65,18,0
0,46,1,0,0,3,125,9,0
1,39,1,1,1,5,114,18,0
0,47,1,1,0,1,58,20,1
0,55,1,1,0,1,47.5,20,1
0,42,1,1,0,4,22,8,0
1,47,1,1,0,1,95,15,1
1,37,1,0,1,5,72,15,0
1,59,1,1,1,3,71,16,0
1,58,0,1,0,2,48,16,0
0,37,1,0,1,5,59,8,1
1,45,1,1,0,1,87,20,0
0,42,1,1,1,5,231,12,1
0,49,1,1,0,1,94,9,0
1,43,1,1,1,3,113,18,0
1,36,1,1,1,4,88,18,0
1,47,1,1,1,6,150,15,1
0,42,1,1,0,1,15,20,1
0,43,1,1,1,5,155,8,0
0,37,1,1,0,1,28,12,1
0,40,1,1,1,3,86,18,1
1,48,1,0,1,4,80,15,1
1,36,1,1,1,4,122,15,0
0,35,1,0,1,4,6,8,0
1,50,1,1,1,3,63,15,1
0,55,1,0,1,4,32,18,0
1,48,1,0,1,6,38,13,0
0,67,1,0,0,1,159,20,0
1,53,1,1,0,1,5,20,0
0,54,1,0,0,1,99,20,0
0,52,1,1,1,4,193,15,1
0,47,1,0,1,3,116,8,0
0,35,1,1,1,2,90,12,0
0,50,1,1,1,4,104,20,1
0,43,1,1,1,3,57,12,1
0,45,1,1,0,1,60,8,0
1,59,1,0,1,7,112,16,1
0,35,1,1,0,2,139.5,8,1
0,42,1,0,0,3,157,20,1
1,33,1,0,1,2,92,15,1
1,49,1,1,0,4,45,13,1
1,49,1,1,0,2,83,18,0
1,50,1,1,1,3,40,18,0
0,49,1,1,1,3,85,8,0
0,35,1,0,1,5,290,12,0
0,68,1,1,0,1,131,20,1
0,54,1,1,1,5,56,18,1
1,44,1,0,1,2,67,13,0
1,63,1,1,1,5,14,20,0
0,49,0,0,1,5,117,18,1
0,57,0,0,1,3,55,8,1
1,60,0,0,0,1,133,20,1
1,66,1,1,0,1,14,20,0
1,62,1,1,1,3,63,16,1
1,49,0,1,1,3,47,18,0
0,54,1,0,1,5,29,12,0
0,54,1,1,1,3,78,18,1
1,55,1,0,1,6,164,13,0
0,40,1,0,1,4,94,18,0
0,47,1,1,0,2,352,8,0
0,64,1,0,1,7,71,8,0
0,50,1,1,1,3,77,20,1
1,41,1,0,1,2,148,15,0
0,62,1,0,1,2,65,20,1
0,44,1,1,1,2,73,20,1
1,37,1,0,1,5,15,15,1
0,76,0,1,0,6,17,20,1
0,66,1,1,0,2,47,20,1
0,53,1,0,0,2,80,18,1
0,53,1,1,1,3,69.5,20,1
0,55,1,1,1,7,100,12,1
0,53,1,0,1,4,127,18,1
0,62,1,1,0,1,70,20,1
1,46,1,1,0,2,42,18,0
0,47,0,1,0,2,89,18,1
1,51,1,0,1,2,108,15,1
0,65,1,1,1,3,59.5,20,1
0,47,1,0,1,5,8,8,1
0,53,1,0,1,4,131,8,0
1,74,1,1,1,2,21,20,0
0,55,1,1,1,2,99,20,1
1,51,1,1,1,2,102,20,0
0,70,1,1,1,3,122,20,1
1,52,1,0,1,3,80,15,0
1,40,1,1,1,6,87,15,1
0,32,1,1,0,2,13,18,1
0,34,0,1,0,1,46.5,8,1
0,62,1,0,1,5,46,20,0
0,54,0,1,1,4,248,16,0
1,37,1,1,0,2,47,15,0
0,45,1,1,1,2,97,18,1
1,59,1,1,1,3,96,15,1
1,61,1,1,1,3,120.5,20,0
0,53,1,1,1,3,169,20,1
0,45,1,1,1,5,238,15,1
0,36,1,1,1,2,75,9,1
1,38,1,1,1,4,49,18,0
0,39,1,1,1,3,156,18,1
0,50,1,0,1,5,287,12,1
1,51,1,1,0,2,69,20,0
0,57,1,0,1,6,338,20,1
1,63,1,1,1,4,81,16,0
0,31,1,1,1,2,120,18,1
0,52,1,0,1,3,215,20,1
1,66,1,1,1,3,65,13,1
1,49,1,1,0,2,39,18,0
0,55,0,1,1,2,38,8,0
1,36,1,1,1,3,135,15,0
1,39,0,1,1,5,115,18,0
0,45,1,0,1,2,91.5,9,0
1,44,1,1,0,2,47,18,0
0,49,1,1,1,2,269,20,0
0,49,0,1,1,4,163,8,1
0,60,1,1,1,3,157,8,0
0,44,1,1,1,4,142,20,1
0,58,1,1,1,5,163,20,1
0,36,1,1,1,7,455,15,1
1,61,1,1,1,3,128,20,0
0,54,1,1,1,6,119,20,1
1,42,1,1,0,4,115,15,0
0,54,1,1,0,3,35,8,0
0,52,1,1,0,2,80,20,1
1,65,1,1,1,2,118,16,0
1,55,1,1,0,1,86,18,0
0,51,0,1,1,4,82,12,1
0,61,1,0,1,3,64,8,1
0,45,1,0,1,4,191,20,0
0,63,1,1,1,4,49,20,1
1,31,1,1,0,1,11,18,0
1,44,0,1,1,4,168,18,0
0,37,1,1,1,5,78,8,1
0,56,0,1,0,2,64.5,8,0
0,50,1,1,1,3,282,18,0
0,51,0,0,1,5,41,8,1
1,49,1,1,1,4,84,16,1
0,61,1,1,1,7,153,20,1
1,52,1,1,1,5,94.5,15,1
1,54,1,1,1,5,62,18,0
0,30,1,1,1,5,81.5,8,1
1,56,1,0,1,4,49,16,1
0,48,0,1,1,4,94,9,1
0,68,1,0,1,4,27,10,1
1,66,1,1,0,4,31,20,0
0,48,1,1,1,4,184,15,1
0,48,1,1,0,1,32,20,1
0,46,1,1,0,1,353,20,0
1,31,1,1,0,1,123,18,0
0,44,1,0,1,3,47,20,0
0,30,1,0,0,4,78,9,1
0,63,1,1,1,2,118,10,0
0,53,1,1,0,4,44,20,1
1,73,1,1,0,4,48,16,1
0,37,1,1,1,4,99,12,1
1,57,1,0,1,5,124,16,0
0,40,1,1,1,2,283,18,0
1,45,1,1,1,3,37,15,0
0,39,0,1,1,4,72,8,1
0,41,1,1,1,3,14.5,18,1
0,37,0,1,1,3,57,12,1
1,54,1,1,1,3,101,13,1
1,48,1,0,1,2,128,15,0
0,34,1,0,1,4,183,8,1
1,47,1,1,1,6,92,15,1
0,50,1,1,1,5,106,8,1
1,39,1,1,1,3,94,15,1
1,62,1,1,1,5,96,16,0
0,50,1,0,1,2,64,20,1
1,40,1,1,1,2,66,18,0
0,45,1,0,1,3,162,20,1
0,57,1,1,0,1,94,20,1
0,51,0,0,1,2,145,10,1
1,51,1,1,1,3,179,20,0
0,50,1,1,1,6,76,20,1
0,58,1,1,0,1,32,20,1
0,50,1,1,1,4,89,8,1
1,39,1,1,1,4,92,15,0
0,34,1,1,1,5,123,12,0
0,67,1,1,0,1,14,10,0
0,45,1,1,1,3,62,9,0
1,39,1,1,1,6,134,15,1
1,54,1,1,0,4,109,20,0
0,33,0,0,1,3,42,8,0
0,46,1,0,1,3,39,20,0
0,42,1,1,1,7,128,12,0
1,41,1,1,0,5,40,15,0
1,61,0,1,1,4,124,20,0
0,58,1,0,1,3,169,20,0
0,50,1,1,1,3,33,18,1
1,56,1,1,1,4,72,20,0
0,38,0,1,0,1,60.5,9,0
0,54,1,0,1,2,123,20,0
0,61,1,1,1,3,44.5,20,1
0,42,0,1,1,4,29,8,1
1,54,1,1,1,2,34,20,0
0,36,0,1,0,2,72,18,1
1,34,0,1,1,4,474,15,1
0,52,1,1,0,2,101,20,1
1,37,1,1,0,1,59.5,18,0
0,65,1,1,1,2,19,20,1
1,51,1,1,1,3,65,15,1
0,58,0,1,1,2,28,8,1
0,44,0,1,0,3,50,8,1
0,70,1,0,0,1,105,20,0
1,38,1,1,1,5,139,15,1
1,63,1,1,1,3,69.5,20,0
0,45,1,1,0,1,23,18,1
1,67,1,1,0,1,93,20,0
0,39,1,1,1,3,497,8,1
0,47,1,0,1,2,77,20,0
0,50,1,0,1,2,169,18,0
0,59,0,1,1,3,30,8,1
1,47,1,1,1,5,54,15,0
1,54,1,1,1,3,117,18,0
1,67,1,1,1,4,110,13,1
0,59,1,1,1,4,55,20,1
0,48,1,1,1,3,210,16,0
0,42,1,1,1,3,63,12,1
0,52,1,1,0,1,86,20,1
1,70,1,1,1,6,203,20,0
0,48,1,0,1,2,212,20,0
0,49,1,0,1,3,92,20,1
0,45,1,1,1,3,174,18,1
1,55,1,1,1,3,100,18,0
0,52,1,0,1,3,144,20,1
1,59,1,1,1,3,31,20,0
0,42,1,0,1,6,145.5,8,1
1,62,1,1,1,3,61,20,0
0,58,1,0,1,6,87,8,0
1,56,1,1,1,3,61,16,0
1,55,1,1,1,2,80.5,20,0
0,57,1,0,1,2,80,20,0
0,44,1,0,1,3,26,9,0
1,37,0,0,1,3,91,15,0
0,50,1,1,1,3,334,18,0
1,31,1,0,1,5,78,15,0
0,40,1,1,0,2,41,8,0
0,35,1,0,1,3,57,18,0
0,52,1,0,0,3,94,20,1
1,59,1,1,1,3,8,20,0
0,50,1,1,1,4,56,8,1
0,42,1,0,0,1,139,12,0
0,47,0,1,1,5,75,18,1
1,54,1,1,0,1,6,16,1
1,44,1,1,1,4,113,15,1
0,49,0,0,0,1,37.5,8,1
0,55,1,1,1,2,103,18,1
1,36,1,0,1,5,138,15,0
1,62,1,1,1,5,80,20,1
0,45,1,1,1,5,123,18,1
1,37,1,1,1,2,129,15,0
0,67,1,0,1,3,126,20,1
0,40,1,1,1,4,177,20,1
0,69,1,1,1,3,143,20,1
1,52,0,1,1,6,107,15,0
1,60,1,1,1,5,64,20,0
0,50,1,1,1,5,117,12,0
0,54,0,1,1,4,106,8,1
1,41,1,1,0,1,22,18,0
0,45,0,1,1,3,54,20,1
1,50,1,0,1,2,109,16,1
0,49,1,1,1,4,86.5,18,1
1,51,1,1,1,3,51,20,0
0,46,1,1,0,2,9,8,1
1,42,1,0,1,4,142,15,1
0,47,1,0,0,5,152,12,0
0,68,1,0,1,3,85,20,0
1,54,1,1,1,6,87,20,0
0,61,1,0,1,3,134,20,0
0,52,1,0,1,5,185,18,0
1,40,1,1,1,6,158,18,0
1,56,1,1,1,5,39,15,0
1,50,1,1,0,5,127,15,0
0,64,1,1,0,1,17,20,1
1,53,1,1,0,4,147,16,1
0,42,1,1,1,2,137,12,1
1,40,1,0,1,3,91,15,1
1,51,1,1,0,3,84,15,1
1,40,1,1,1,5,197,18,0
0,38,1,1,1,5,50,8,0
1,49,1,1,1,3,114,15,0
1,37,1,1,1,6,149,15,1
1,46,1,1,1,6,179,20,1
0,43,1,0,0,1,65,20,1
0,48,0,1,0,3,41,8,1
0,32,1,0,1,2,69,18,1
0,49,1,1,1,5,78,18,1
0,50,0,1,1,3,59,8,0
0,55,1,1,1,3,24,18,1
0,38,1,1,0,1,11,8,1
0,60,1,0,1,4,77,20,0
0,36,1,1,1,3,149,18,1
0,41,1,1,1,4,93,12,0
0,39,1,1,1,3,39,8,1
0,40,1,1,0,2,58.5,8,1
1,58,1,1,0,1,73,20,0
1,45,0,1,1,4,133,15,1
0,52,1,1,1,5,32,18,1
1,56,1,1,1,2,148,20,0
0,52,1,0,1,6,416,18,0
0,57,0,1,1,5,30,8,1
1,52,1,0,0,3,19,18,0
1,40,1,1,1,5,42,15,1
0,65,1,1,1,3,70,20,1
0,46,0,0,0,1,32,20,1
1,50,1,1,1,4,110,18,0
0,57,1,1,1,2,6,8,1
0,41,1,1,1,6,106,9,1
0,40,1,1,1,4,151,18,1
0,43,1,1,1,3,109,8,0
0,42,1,1,1,5,56,18,1
1,52,1,1,1,2,100,18,0
1,58,1,1,1,4,89,20,0
0,38,1,1,0,1,82,18,1
1,50,1,1,1,4,127,13,0
0,51,0,1,0,2,36,8,0
1,34,1,1,0,3,11,15,0
0,35,1,1,1,5,74,12,0
0,51,1,1,1,5,71,20,1
1,48,1,1,1,2,16,18,0
1,50,0,1,1,7,45,15,0
0,46,1,1,1,3,82,20,1
1,43,1,1,1,5,57,12,1
0,58,1,1,0,3,57,18,1
1,53,1,1,1,2,144,15,0
0,46,1,1,0,4,61,18,1
0,55,0,1,0,2,73,8,1
0,61,1,1,1,4,117.5,10,0
0,49,1,1,1,4,130,8,1
0,69,1,1,0,1,125,20,1
1,43,1,1,0,1,27,18,0
1,52,1,1,0,3,62,16,1
1,47,1,1,1,4,116,13,0
0,51,1,0,1,3,47,20,0
0,44,1,1,1,6,190,15,1
0,43,1,1,1,3,36,12,1
1,76,1,1,0,3,12,16,1
0,44,1,1,1,3,128,20,1
0,73,0,0,1,3,45,20,1
1,49,1,0,1,3,5,15,0
0,43,1,1,1,2,125,18,1
0,46,1,1,1,6,186,16,1
1,47,0,1,1,5,154,15,0
1,56,1,0,1,4,140,16,1
1,59,0,0,1,4,123,13,1
0,62,0,1,1,2,79,20,1
1,60,1,1,0,1,118.5,20,0
1,55,1,1,1,2,94,20,0
1,41,1,1,1,2,73,18,0
1,39,1,1,1,3,91,18,0
0,40,1,1,0,1,135,9,1
1,34,1,1,0,2,11,18,0
1,60,0,1,1,3,4,20,0
0,44,1,0,1,4,146,18,1
0,58,1,1,1,2,93,20,1
0,42,1,1,1,6,134,12,1
0,57,1,0,1,4,42,20,0
1,62,1,1,1,3,86,16,1
0,62,1,1,1,3,181,13,1
1,48,1,1,1,3,161,15,0
0,47,0,1,1,3,60,8,0
0,53,1,1,1,4,90,18,1
0,54,1,1,1,3,112,10,0
1,49,1,1,1,7,44,16,1
1,51,1,0,0,3,159.5,15,1
0,52,1,1,1,2,158,20,1
0,67,1,0,1,6,98,20,0
0,40,1,0,1,5,340,15,1
1,57,1,0,1,4,117,13,1
0,33,1,1,0,1,24,8,1
0,48,1,0,1,2,271,16,0
1,62,1,1,1,4,103,13,0
1,41,1,1,0,3,65.5,18,0
1,39,1,1,1,2,91,18,0
1,51,1,1,1,3,193,20,0
0,37,1,0,1,2,69,8,1
0,61,1,1,1,2,106,8,1
0,45,0,1,1,2,103,8,1
0,56,1,1,1,4,89,18,1
1,71,1,0,1,5,107,16,1
1,69,1,0,1,3,60,13,1
0,40,1,1,0,3,49,18,1
0,41,1,0,1,4,126.5,18,0
1,43,1,1,1,5,147,18,0
1,50,1,1,0,1,48,16,0
1,56,1,0,1,6,95,13,0
1,48,1,1,1,4,165,18,0
1,74,1,1,1,3,88,20,0
0,48,1,1,1,3,216,15,1
1,54,1,1,1,6,98,18,0
0,47,1,0,1,3,78,20,0
1,48,1,1,0,2,35,15,1
1,45,1,1,0,1,22,20,0
0,47,0,1,1,3,138,8,0
1,42,1,0,0,6,47,15,0
1,48,1,1,1,5,100,20,0
0,48,1,1,1,4,154,18,1
0,36,1,0,1,4,217,18,0
0,67,1,1,1,2,112,20,1
0,41,1,0,1,4,46,10,0
1,41,0,1,1,4,90,15,0
0,54,1,1,1,2,61,20,1
0,60,1,0,1,2,88,20,1
1,47,0,0,0,3,152,15,0
0,32,0,1,1,3,14,8,1
1,54,1,1,1,4,91,18,0
1,68,1,1,1,4,29,13,1
0,51,1,1,1,2,66.5,9,0
0,52,1,1,0,1,56,18,1
0,49,1,1,1,3,55,10,1
0,43,0,1,1,5,164,12,0
0,34,0,1,1,2,58,8,1
0,64,0,1,0,4,29,8,1
1,57,1,1,1,4,149,20,1
1,50,1,1,0,1,105,18,0
1,41,1,1,0,1,66,15,0
0,53,1,1,0,2,5,8,1
0,56,1,1,1,2,163,8,0
0,37,0,1,0,1,5,8,1
1,34,1,1,1,4,47,15,0
1,43,1,1,1,5,119,13,0
1,72,1,1,1,2,68,20,0
1,40,1,1,1,4,89,18,0
0,64,1,0,1,4,93,20,0
1,46,1,0,1,3,146.5,15,0
0,45,0,1,0,3,16.5,8,0
0,62,1,0,1,2,80,10,0
0,40,0,1,1,4,107,8,0
0,32,0,0,1,6,132,12,0
0,60,0,1,1,4,170.5,8,1
0,34,1,1,1,4,108,12,1
0,57,1,1,1,3,25,8,0
1,35,1,1,1,5,57,15,1
0,59,1,0,1,4,84,20,1
0,48,1,1,0,1,60,12,1
0,40,1,1,0,4,18,12,0
1,40,1,1,1,4,78,15,1
0,63,1,0,0,1,81,20,0
1,51,0,1,1,4,31,18,0
0,40,0,1,0,4,49,8,0
0,41,0,1,1,4,65.5,8,0
0,47,1,1,1,4,39,8,1
1,39,1,1,1,3,77,15,1
1,45,1,1,0,1,104,15,0
0,67,0,1,1,3,8,8,0
0,55,1,1,0,2,87,20,1
0,36,1,1,1,5,521,15,1
0,56,1,1,1,2,53,8,0
0,40,1,1,1,3,159,12,0
0,60,1,0,1,2,123,20,1
0,66,1,1,1,2,143,8,1
1,35,1,0,1,3,141,15,0
1,56,1,1,1,2,100,20,0
0,81,1,1,1,4,81,20,1
0,60,1,1,1,3,144,10,1
1,58,0,1,0,3,116,16,1
0,49,1,0,0,1,49,18,1
0,62,1,1,1,3,38,20,1
1,31,1,1,0,5,90,15,0
0,43,1,0,0,2,42,18,1
0,59,0,1,1,3,17,8,1
1,58,1,1,0,1,39,20,0
1,56,1,1,1,3,84,20,0
0,28,1,0,1,7,363,15,1
0,42,1,0,0,1,119,9,1
1,54,1,1,1,4,125,15,0
1,44,1,1,0,1,177,16,1
1,46,1,1,0,3,68,18,0
1,30,1,1,1,3,112,18,0
0,32,1,1,1,2,23,18,1
1,51,1,1,1,3,64,18,0
0,59,1,0,1,3,29,18,1
0,53,1,1,0,1,52,10,0
1,39,1,1,1,3,174,15,0
0,44,1,0,1,2,92.5,18,0
0,51,1,1,1,4,12,10,1
1,49,1,1,1,4,137,15,1
0,39,1,1,1,3,124,18,1
0,40,0,1,0,1,408,18,1
0,45,1,1,0,2,57,18,1
1,42,1,1,0,1,69,18,0
1,64,1,1,0,2,66,20,0
1,32,1,1,1,3,172,18,0
0,58,1,1,0,1,50,20,1
0,58,1,0,1,3,72,18,0
0,53,0,0,1,2,144,20,1
0,48,1,1,1,5,72,18,1
0,40,1,1,1,5,272,12,0
0,48,1,1,0,3,39.5,8,0
1,55,1,1,1,4,128,15,1
0,55,1,1,1,4,80,18,1
1,28,1,1,1,3,84.5,15,0
1,58,1,1,1,3,122,20,0
1,37,1,0,1,3,137,15,0
0,42,0,0,0,1,54,8,0
0,42,1,1,0,3,66.5,9,0
1,51,1,1,1,2,73,18,0
0,47,1,1,1,4,290,15,0
0,61,1,1,1,3,125,20,1
1,57,1,1,1,3,50,13,0
0,74,1,1,1,2,121,20,1
0,41,1,1,1,2,20,9,1
0,33,1,0,1,2,37,18,0
0,41,0,1,1,3,40.5,12,0
1,51,1,1,0,2,48,16,0
0,44,1,1,1,4,55,8,1
0,56,1,1,1,2,112,18,1
0,66,1,1,0,1,173,8,0
0,72,0,1,1,3,61,8,0
1,54,1,0,1,5,33,13,1
1,34,1,0,1,4,100,15,1
0,52,0,1,1,4,327,15,0
1,60,0,1,0,1,149,20,0
0,52,1,1,1,2,256,15,0
1,40,1,1,1,7,46,15,1
1,59,1,1,0,1,83,13,1
1,69,1,1,1,5,103,20,0
1,37,1,1,1,5,221,18,0
0,48,1,1,1,4,116.5,18,1
0,37,0,1,0,3,21,8,1
0,43,1,1,1,2,164.5,18,1
1,63,1,1,1,3,44,20,0
1,53,1,1,1,5,71,16,0
1,41,1,1,1,4,120,15,0
1,50,1,1,1,4,57,18,0
1,62,1,1,1,4,85,20,0
1,55,1,1,0,2,11,20,0
1,33,1,1,0,4,34,15,0
0,30,1,1,1,3,187,12,0
1,61,1,1,1,3,92,16,0
1,47,1,1,1,3,134,15,0
0,44,1,0,1,5,69,20,0
1,52,1,1,1,3,215,20,0
0,33,1,1,1,3,188,8,0
1,75,1,1,1,2,28,20,0
1,53,1,1,0,4,41,13,0
1,44,1,1,1,3,91,18,0
0,49,1,0,1,3,124,12,0
0,54,1,0,0,2,90,18,0
1,63,1,1,1,3,92,20,0
0,60,0,0,1,3,29,20,0
0,46,1,1,1,7,156,12,1
1,53,1,1,1,4,102,20,0
1,50,0,1,1,2,78,18,0
1,50,1,1,1,3,173,15,0
0,45,1,1,1,3,40,8,0
0,65,1,1,1,5,97,20,1
0,41,1,0,0,2,163,18,0
0,51,1,1,1,5,187,15,1
0,44,1,1,1,2,64,20,1
0,51,0,1,0,2,133,18,1
0,47,1,1,1,4,59.5,9,1
1,62,1,1,0,3,58,16,1
0,51,0,1,0,1,16,8,1
0,41,1,1,0,3,4,18,1
0,43,1,1,0,3,29,8,1
1,54,1,1,1,5,69,20,0
1,53,0,1,1,2,74,16,1
0,49,1,1,1,2,54,20,1
0,62,1,0,1,3,104,20,1
0,48,0,0,1,3,208,20,1
1,44,1,0,0,2,59,15,0
1,53,1,1,1,5,75,15,0
0,33,1,1,0,1,67,18,1
1,44,1,1,1,3,156,15,1
1,42,1,1,0,1,44,20,0
0,42,1,1,1,5,275,15,1
0,54,1,1,0,1,4,18,1
1,44,1,1,1,5,71,15,1
0,41,1,1,1,4,116,9,0
1,53,1,1,1,4,36,16,1
0,41,1,1,1,2,22,8,0
1,45,1,1,1,6,134,15,0
0,43,1,1,1,5,65,8,0
1,48,1,1,1,4,44,20,0
1,59,1,1,1,3,79,20,0
0,31,1,1,1,5,205,15,1
0,56,1,0,1,2,100,20,1
0,37,1,1,1,4,467,18,1
1,51,1,0,1,3,142,15,1
0,36,1,0,0,1,39,18,1
0,38,1,1,1,3,39,8,1
0,51,1,1,1,3,80,10,1
0,55,1,1,0,2,5,10,0
1,46,1,1,1,5,62,15,1
0,53,1,1,0,1,26,20,1
0,47,1,1,1,3,220,15,1
1,53,1,1,1,4,157,20,0
0,72,0,0,0,1,37,20,1
0,50,1,1,1,4,182,12,1
0,49,1,1,1,4,235,15,0
0,59,1,1,1,2,4,10,1
1,54,1,1,0,1,135.5,20,0
0,39,1,1,1,3,205,15,0
0,56,1,1,1,4,68,20,1
0,49,1,0,0,4,25,9,1
1,38,1,1,1,2,128.5,18,0
0,50,0,1,1,2,360,20,1
0,45,1,1,1,2,60,18,1
1,43,1,1,1,4,148.5,15,0
1,52,1,0,1,3,78,15,0
0,54,1,0,0,1,144,9,1
0,38,1,1,1,5,14.5,18,1
0,40,1,0,1,2,256,18,1
1,50,1,1,0,1,96,20,0
1,47,1,1,1,5,50,20,0
0,51,1,0,1,3,138,20,0
0,53,1,1,1,3,62.5,8,1
1,52,1,1,1,5,153,15,0
0,57,1,0,1,5,43,12,1
1,40,1,1,1,4,166,15,1
0,46,1,1,1,6,47,8,0
0,38,1,1,1,3,161,12,0
1,59,1,1,0,4,26,20,0
0,51,1,1,1,4,36,20,1
0,63,1,1,0,2,21,10,0
1,62,1,1,1,3,100,20,0
0,64,1,1,1,4,41,20,1
1,49,0,1,0,3,54,15,1
0,60,1,1,1,3,132,20,1
0,52,1,1,1,3,86,12,1
0,56,1,1,1,5,152,20,1
1,40,1,0,1,2,57.5,15,1
0,54,0,1,1,3,65.5,20,1
0,67,1,1,0,3,137,20,1
1,42,1,1,0,3,41.5,15,0
0,57,0,0,0,1,29,8,0
0,35,0,1,0,1,82.5,8,0
0,62,1,1,1,3,182,20,1
1,46,1,1,0,4,9,20,0
0,38,1,1,1,2,126,18,1
0,39,1,1,0,1,82,9,1
0,64,1,1,0,5,28,8,0
1,55,1,1,1,2,61.5,20,0
0,47,1,1,1,3,81,18,1
1,57,1,1,1,3,96.5,15,1
1,36,1,1,1,3,70,15,0
0,37,1,1,1,2,115,18,1
1,58,1,1,1,2,142,20,0
1,46,1,1,1,3,72,15,1
1,47,1,1,0,1,102,20,0
1,54,1,1,1,2,7,18,0
1,59,1,1,1,2,106,20,0
0,39,1,0,0,1,62,18,1
1,45,0,0,1,3,95.5,16,1
0,47,1,1,0,1,242,15,1
1,55,1,1,1,7,72,13,0
0,55,1,1,1,6,173,12,1
1,49,1,1,0,1,69,20,0
1,53,0,1,1,3,28,20,0
1,42,1,1,0,1,54,15,0
0,70,0,1,0,1,16,8,1
0,38,1,0,1,4,129,18,1
1,54,1,1,0,1,101,18,0
1,46,0,1,0,1,89,18,0
1,45,1,1,1,2,163,18,0
0,40,1,1,0,2,26,9,1
1,38,1,1,1,4,105,15,1
0,50,0,1,0,2,8,8,1
0,57,1,0,1,2,31,8,0
1,59,1,1,1,3,106,20,0
0,37,1,1,0,1,102,18,1
0,43,1,1,0,1,42,18,1
0,48,1,1,0,1,41,8,1
0,58,0,1,1,5,75,20,1
0,47,1,0,1,4,123,18,0
1,61,1,1,1,3,126,20,0
1,52,1,1,1,2,154,13,1
0,42,1,0,1,3,69,18,1
0,53,0,1,1,6,92,18,1
1,57,1,1,1,6,21,12,0
0,47,0,1,0,1,34,8,1
1,38,1,1,1,3,93,18,0
0,38,1,1,1,4,116,12,0
1,61,1,1,1,5,121,16,0
1,60,0,1,1,2,128,20,0
0,58,1,1,1,6,64,12,1
0,53,1,0,0,2,111,18,0
1,63,0,1,0,3,59,13,1
0,72,1,1,0,1,72,20,1
1,59,1,1,1,2,116.5,20,0
1,52,1,1,1,5,156,15,1
0,49,1,1,0,1,63.5,9,1
0,53,1,1,1,2,30,18,1
